Bupropion	20,28,58,64,66,70,80,86,195,203,222,236,272,278,290,293,296,298,309,333,349,371,379,392,435,460,471,491,493,496,599,616,637,653,711,717,735,759,832,840,842,876,888,933,975,977,1041,1070,1073,1081,1096,1101,1106,1134,1166,1173,1181,1190,1193,1216,1232,1234,1329,1364,1370,1372,1376,1379,1393,1395,1401,1418,1427,1428,1452,1485,1505,1549,1621,1641,1659,1663,1680,1690,1709,1712,1717,1733,1769,1776,1784,1820,1833,1848,1874,1924,1926,1992,2006,2028,2044
Caffeine	53,59,100,194,236,278,293,305,309,346,347,381,458,490,496,501,514,537,539,601,610,623,637,643,654,671,690,727,735,744,763,797,817,832,900,911,912,959,962,970,977,989,1028,1029,1036,1041,1073,1117,1128,1181,1235,1243,1249,1265,1291,1329,1357,1372,1428,1429,1530,1556,1641,1661,1704,1712,1749,1773,1784,1832,1847,1874,1973,1976,1990,2044
Carbamazepine	27,28,34,52,59,72,80,84,110,111,114,125,168,191,203,217,224,236,250,278,309,319,333,335,345,386,392,423,435,471,482,496,501,521,543,635,637,638,643,649,652,735,744,759,793,832,850,933,937,972,977,989,1014,1041,1070,1073,1077,1106,1112,1122,1181,1198,1216,1232,1235,1237,1306,1308,1327,1329,1337,1364,1367,1370,1372,1376,1379,1387,1418,1428,1463,1504,1505,1515,1549,1603,1604,1621,1641,1659,1675,1680,1704,1709,1712,1717,1725,1733,1743,1758,1769,1776,1780,1784,1800,1802,1851,1873,1874,1947,1957,1992,1999,2020,2044
Carbanilic	21,27,28,44,52,66,80,114,125,153,163,168,191,197,203,208,212,224,272,278,279,296,309,338,386,392,397,407,412,416,422,435,462,482,496,514,521,540,541,556,601,611,635,637,638,649,650,698,702,720,733,734,735,744,759,806,808,832,850,863,914,920,932,933,959,965,977,985,1014,1037,1041,1042,1051,1073,1077,1098,1128,1134,1150,1152,1171,1181,1216,1237,1273,1306,1317,1324,1329,1364,1367,1370,1372,1387,1395,1418,1420,1428,1452,1485,1505,1519,1530,1549,1570,1585,1620,1641,1645,1660,1680,1703,1709,1712,1733,1742,1769,1776,1780,1784,1801,1802,1815,1832,1847,1854,1860,1874,1947,1957,2020,2024,2044
Carebastine	20,21,28,37,58,64,65,66,70,80,86,106,155,188,194,195,199,203,219,222,240,272,278,285,293,296,298,309,319,324,326,336,345,349,365,373,392,418,427,435,465,471,486,492,496,501,514,515,540,541,544,556,611,616,633,637,651,711,712,717,722,735,747,750,759,791,808,832,839,842,876,884,912,929,933,965,968,975,977,982,1025,1030,1037,1041,1063,1070,1073,1096,1099,1106,1111,1112,1128,1134,1166,1171,1173,1181,1185,1190,1216,1225,1232,1240,1308,1318,1324,1329,1364,1370,1372,1376,1379,1380,1391,1395,1401,1418,1419,1420,1428,1452,1472,1485,1505,1519,1549,1579,1603,1604,1620,1621,1638,1641,1659,1680,1690,1709,1712,1717,1730,1733,1758,1769,1776,1780,1784,1801,1848,1860,1874,1883,1886,1924,1931,1947,1962,1992,1994,2006,2013,2015,2028,2032,2044
Cetirizine	21,28,43,70,80,98,155,203,222,236,240,272,278,296,309,319,326,333,379,392,420,423,435,447,471,496,501,514,523,524,541,599,611,623,637,671,714,735,747,759,791,806,808,822,832,839,844,848,920,932,933,937,959,967,970,977,985,1030,1037,1041,1053,1070,1073,1101,1106,1134,1161,1171,1181,1185,1193,1216,1232,1234,1251,1308,1317,1324,1329,1357,1364,1372,1376,1378,1379,1393,1411,1418,1423,1428,1452,1469,1472,1485,1505,1526,1530,1549,1584,1603,1604,1641,1659,1680,1690,1709,1712,1717,1733,1744,1758,1769,1776,1784,1801,1833,1835,1868,1874,1924,1926,1932,1957,1992,1994,2015,2044
Chloramphenicol	27,28,37,52,58,64,66,80,86,125,191,203,222,272,278,285,290,293,296,309,333,349,371,373,392,416,435,460,462,471,491,493,496,521,541,599,611,616,635,637,638,649,653,717,735,759,763,808,832,876,884,920,932,933,946,959,975,977,1041,1070,1073,1081,1096,1106,1134,1135,1173,1181,1190,1193,1216,1232,1237,1240,1306,1329,1364,1372,1376,1379,1380,1387,1395,1418,1419,1427,1428,1452,1485,1486,1505,1519,1528,1549,1579,1641,1659,1660,1663,1680,1709,1712,1717,1733,1769,1776,1784,1790,1800,1801,1806,1874,1886,1896,1924,1972,1992,2006,2020,2028,2044
Chlorpromazine	1,27,28,48,52,59,66,70,84,111,125,129,164,168,191,203,205,208,219,222,236,253,266,272,284,289,309,329,333,335,336,365,376,379,386,392,423,435,458,466,476,482,492,496,509,521,526,543,558,596,599,601,637,638,643,646,649,659,721,735,744,759,799,819,846,850,888,918,919,933,958,962,977,982,1014,1027,1033,1041,1055,1072,1073,1101,1112,1122,1134,1171,1181,1193,1210,1213,1216,1234,1235,1237,1270,1273,1306,1308,1310,1318,1319,1323,1327,1329,1332,1337,1362,1364,1367,1370,1372,1387,1393,1395,1417,1418,1452,1462,1484,1485,1549,1551,1560,1603,1604,1615,1621,1640,1654,1680,1681,1690,1704,1709,1712,1718,1754,1769,1776,1784,1789,1833,1839,1849,1851,1860,1873,1874,1889,1913,1916,1926,1935,1947,1955,1957,1973,1976,1989,1990,2000,2019,2044
Clonidine	16,24,27,28,43,48,52,70,125,155,168,188,191,192,203,222,236,272,309,321,324,333,379,386,392,435,466,482,496,521,599,637,638,649,671,735,759,850,933,937,977,989,1041,1073,1101,1134,1161,1181,1184,1193,1216,1232,1234,1237,1240,1273,1306,1308,1329,1357,1364,1367,1370,1387,1393,1418,1452,1485,1486,1510,1519,1549,1584,1603,1604,1638,1653,1680,1690,1709,1712,1717,1733,1743,1758,1776,1784,1790,1833,1874,1926,1932,1935,1955,1957,1973,2044
Codeine	4,7,16,24,27,28,29,34,37,44,58,64,65,66,70,72,86,106,107,110,150,155,164,188,197,198,199,203,208,212,215,217,222,224,231,250,264,266,272,278,279,290,293,296,309,321,338,345,347,349,371,392,397,408,412,418,420,422,427,435,448,458,460,462,463,465,470,471,486,490,491,492,493,496,498,515,539,540,541,544,556,566,568,599,601,611,616,618,623,637,643,650,651,652,653,665,690,698,702,717,720,722,725,727,733,734,735,742,749,750,755,759,762,793,800,806,808,817,822,832,841,876,884,888,892,911,912,914,929,933,946,959,965,970,972,975,977,985,989,1010,1029,1037,1041,1042,1063,1070,1073,1077,1079,1081,1096,1098,1099,1106,1111,1112,1117,1122,1128,1132,1134,1142,1150,1152,1171,1173,1181,1184,1187,1190,1193,1200,1216,1225,1232,1234,1235,1241,1243,1249,1251,1265,1278,1282,1308,1316,1318,1319,1323,1329,1364,1370,1372,1377,1378,1379,1393,1395,1401,1407,1411,1418,1419,1420,1423,1427,1428,1429,1435,1444,1452,1463,1469,1484,1485,1486,1504,1510,1515,1519,1523,1526,1549,1556,1570,1574,1579,1585,1590,1603,1604,1605,1612,1615,1620,1638,1641,1645,1654,1659,1663,1675,1680,1690,1692,1700,1703,1709,1712,1717,1718,1725,1730,1733,1742,1744,1748,1749,1758,1772,1773,1776,1780,1784,1789,1790,1800,1801,1802,1815,1820,1839,1847,1849,1854,1860,1873,1874,1883,1885,1886,1896,1921,1931,1947,1955,1990,1992,1999,2006,2017,2024,2028,2044
Corticosterone	29,65,66,80,107,110,150,155,163,194,198,205,208,217,250,271,278,321,376,386,408,418,435,458,539,540,541,601,611,618,677,690,698,793,808,832,842,863,1042,1079,1132,1134,1150,1187,1200,1241,1251,1282,1308,1316,1372,1376,1391,1395,1401,1419,1420,1428,1444,1481,1505,1519,1551,1556,1574,1580,1605,1629,1641,1700,1703,1718,1725,1758,1769,1772,1776,1780,1800,1801,1820,1835,1896,1907,1924,1978,1999,2017,2032
Cytarabine	4,24,43,66,80,106,110,125,153,155,188,203,217,231,250,272,278,296,319,324,418,435,462,466,490,514,539,540,541,547,556,568,611,635,646,651,652,665,698,742,750,755,759,763,791,793,800,808,822,832,840,844,846,912,920,929,932,933,946,959,968,977,989,1037,1042,1051,1055,1073,1117,1128,1134,1150,1171,1184,1187,1198,1216,1225,1232,1234,1282,1308,1318,1324,1364,1365,1367,1370,1372,1376,1395,1418,1420,1428,1452,1485,1486,1505,1510,1515,1519,1570,1579,1580,1603,1604,1620,1638,1641,1653,1661,1692,1700,1709,1730,1743,1744,1758,1769,1780,1801,1832,1849,1860,1868,1885,1947,1990,1994,2013,2015,2017,2020,2023,2028
Desipramine	16,27,28,34,52,59,64,66,84,86,111,125,155,168,191,203,205,208,219,253,272,284,293,309,311,333,335,386,392,423,435,471,482,496,521,543,596,637,638,643,649,735,759,800,819,850,933,958,962,975,976,977,1027,1041,1055,1070,1073,1106,1112,1134,1173,1181,1190,1198,1216,1232,1235,1237,1249,1278,1306,1308,1327,1329,1337,1364,1367,1370,1372,1379,1387,1395,1418,1452,1462,1484,1485,1504,1549,1551,1603,1604,1612,1621,1640,1641,1653,1659,1680,1709,1712,1717,1733,1758,1776,1784,1860,1873,1874,1889,1916,1947,1957,1978,1992,2006,2044
Diacetylmorphine	4,7,16,21,24,27,28,29,34,37,44,58,64,65,66,70,72,80,86,106,107,110,125,150,155,164,188,197,198,199,203,208,212,215,217,221,222,224,231,250,264,266,272,278,279,290,293,296,309,319,321,338,345,347,349,371,392,397,408,412,418,420,422,427,435,447,448,458,460,462,463,465,470,471,486,490,491,492,493,496,498,501,514,515,539,540,541,544,556,566,568,599,601,611,616,618,623,637,643,650,651,652,653,665,690,698,702,711,717,720,722,725,727,733,734,735,742,749,750,755,759,762,793,800,806,808,817,822,832,841,844,876,884,888,892,911,912,914,929,933,946,959,965,970,972,975,977,985,989,1010,1029,1037,1041,1042,1063,1070,1073,1077,1079,1081,1096,1098,1099,1106,1111,1112,1117,1122,1128,1132,1134,1142,1150,1152,1171,1173,1181,1184,1187,1190,1193,1200,1216,1225,1232,1234,1235,1241,1243,1249,1251,1265,1278,1282,1308,1316,1318,1319,1323,1324,1329,1364,1370,1372,1376,1377,1378,1379,1393,1395,1401,1407,1411,1418,1419,1420,1423,1427,1428,1429,1435,1444,1452,1463,1469,1484,1485,1486,1504,1505,1510,1515,1519,1523,1526,1549,1556,1570,1574,1579,1585,1590,1603,1604,1605,1612,1615,1620,1638,1641,1645,1654,1659,1660,1663,1675,1680,1690,1692,1700,1703,1709,1712,1717,1718,1725,1730,1733,1742,1744,1748,1749,1758,1769,1772,1773,1776,1780,1784,1789,1790,1800,1801,1802,1815,1820,1839,1847,1849,1854,1860,1868,1873,1874,1883,1885,1886,1896,1921,1924,1931,1947,1955,1990,1992,1999,2006,2017,2024,2028,2044
Diazepam	24,27,28,37,52,58,70,80,114,125,155,168,191,192,203,222,224,236,240,253,272,278,284,309,312,326,333,335,338,349,373,379,386,392,420,435,458,470,471,482,496,501,521,558,596,599,635,637,638,643,649,659,665,671,721,735,744,747,749,759,791,806,832,839,840,850,876,933,976,977,1014,1030,1041,1051,1070,1073,1101,1106,1134,1135,1161,1166,1181,1185,1187,1193,1216,1232,1234,1237,1306,1308,1329,1332,1364,1367,1370,1372,1376,1379,1387,1393,1418,1427,1428,1452,1485,1486,1504,1505,1519,1549,1551,1584,1603,1604,1620,1640,1641,1659,1680,1681,1690,1709,1712,1717,1733,1744,1758,1769,1776,1784,1802,1833,1860,1874,1924,1926,1957,1992,2020,2023,2044
Dopamine	28,44,64,72,86,203,278,279,293,309,392,412,435,462,470,471,491,493,496,498,566,637,653,702,733,735,749,759,817,832,914,933,975,977,1010,1041,1070,1073,1106,1142,1152,1173,1181,1190,1216,1232,1243,1329,1364,1372,1379,1407,1418,1428,1452,1485,1549,1641,1659,1663,1680,1709,1712,1717,1733,1776,1784,1815,1874,1992,2006,2024,2044
Epinephrine	28,37,44,64,72,86,203,272,278,279,285,290,293,309,373,392,412,435,460,462,470,471,491,493,496,498,541,566,611,616,637,653,654,702,733,735,749,759,808,817,832,914,932,933,959,975,977,1010,1041,1070,1073,1106,1134,1142,1152,1173,1181,1190,1216,1232,1240,1243,1329,1364,1372,1379,1380,1407,1418,1419,1427,1428,1452,1485,1549,1641,1659,1663,1680,1709,1712,1717,1733,1776,1784,1801,1815,1874,1885,1992,2006,2024,2044
Felbamate	1,4,21,28,64,66,80,86,153,203,278,293,309,345,392,435,471,496,514,541,601,611,635,637,651,735,759,808,832,933,965,975,977,1037,1041,1051,1070,1073,1099,1106,1112,1173,1181,1190,1216,1232,1324,1329,1364,1372,1379,1395,1418,1428,1452,1472,1505,1519,1549,1590,1641,1659,1660,1680,1709,1712,1717,1733,1769,1776,1784,1801,1832,1874,1886,1947,1992,2006,2020,2044
Fluphenazine	1,4,27,28,43,48,52,59,66,84,98,111,125,129,155,164,168,191,203,205,208,219,225,253,266,272,278,284,289,296,309,329,335,336,376,386,392,407,423,435,466,471,476,482,496,509,521,526,541,543,556,558,596,599,601,611,623,637,638,643,646,649,659,671,721,735,742,744,759,799,808,819,822,832,846,850,888,918,919,920,932,933,958,959,962,968,970,977,982,1014,1027,1033,1041,1055,1070,1072,1073,1106,1112,1134,1161,1171,1181,1210,1213,1216,1232,1235,1237,1249,1270,1273,1278,1306,1308,1310,1318,1319,1323,1327,1329,1332,1337,1362,1364,1367,1370,1372,1379,1387,1395,1417,1418,1428,1452,1462,1469,1484,1485,1526,1530,1549,1551,1560,1603,1604,1615,1621,1640,1641,1654,1659,1680,1681,1704,1709,1712,1717,1733,1754,1758,1776,1784,1789,1801,1835,1839,1849,1851,1860,1873,1874,1889,1913,1916,1935,1947,1955,1957,1972,1973,1976,1989,1990,1992,2000,2019,2044
Glutamine	21,66,80,278,319,418,435,540,541,611,635,698,759,808,832,840,842,892,932,933,1042,1073,1081,1135,1216,1225,1364,1372,1376,1395,1428,1452,1481,1485,1505,1519,1641,1709,1769,1780,1801,1913,1924,1947,1962,2020,2032
Haloperidol	7,20,28,37,58,64,65,66,70,80,86,106,129,155,188,195,199,203,222,236,272,278,285,293,296,298,309,324,333,349,373,379,392,408,418,427,435,448,465,471,486,492,496,515,540,541,543,544,556,599,611,616,637,711,712,714,717,735,750,759,808,832,842,911,912,929,933,946,965,968,975,977,982,989,1041,1063,1070,1073,1096,1098,1101,1106,1111,1112,1128,1134,1166,1171,1173,1181,1185,1187,1190,1193,1200,1216,1225,1232,1234,1240,1278,1308,1318,1329,1364,1370,1372,1376,1377,1379,1380,1393,1395,1418,1419,1420,1428,1452,1469,1485,1505,1519,1549,1579,1590,1603,1604,1620,1621,1638,1641,1659,1680,1690,1709,1712,1717,1730,1733,1748,1749,1758,1769,1776,1780,1784,1801,1833,1847,1848,1860,1874,1883,1907,1924,1926,1931,1947,1962,1972,1992,1994,2006,2028,2032,2044
Heptacaine	21,27,28,37,44,52,66,80,106,114,125,153,155,163,168,188,191,197,199,203,208,212,224,272,278,279,296,309,338,386,392,397,407,412,416,418,422,435,462,465,482,486,496,514,521,540,541,556,601,611,635,637,638,649,650,698,702,720,733,734,735,744,750,759,806,808,832,850,863,912,914,920,932,933,959,965,977,985,1014,1037,1041,1042,1051,1063,1073,1077,1098,1111,1128,1134,1150,1152,1171,1181,1216,1225,1232,1237,1273,1306,1308,1317,1318,1324,1329,1364,1367,1370,1372,1387,1395,1418,1428,1452,1485,1505,1519,1530,1549,1570,1579,1585,1603,1604,1620,1641,1645,1660,1680,1703,1709,1712,1730,1733,1742,1758,1769,1776,1780,1784,1801,1802,1815,1832,1847,1854,1860,1874,1883,1931,1947,1957,2020,2024,2044
Histamine	53,86,100,194,215,293,309,346,381,407,435,490,496,501,537,610,690,735,759,842,900,932,933,937,962,975,977,1036,1041,1073,1173,1181,1213,1216,1232,1265,1318,1329,1364,1379,1429,1452,1485,1530,1659,1661,1663,1690,1709,1717,1733,1773,1784,1874,1976,1990,2044
Hydrocortisone	29,65,66,80,107,110,150,155,163,194,198,205,208,217,250,271,278,305,321,376,386,408,418,435,458,539,540,541,601,611,618,677,690,698,793,808,832,842,863,1042,1079,1132,1134,1150,1187,1200,1241,1251,1282,1308,1316,1365,1372,1376,1391,1395,1401,1419,1420,1428,1444,1481,1505,1519,1551,1556,1574,1580,1605,1629,1641,1700,1703,1718,1725,1758,1769,1772,1776,1780,1800,1801,1820,1835,1896,1907,1924,1978,1999,2017,2032
Hydroxyzine	28,43,70,98,155,203,222,236,240,272,278,296,309,326,333,379,392,420,423,435,447,471,496,501,514,523,524,541,599,611,623,637,671,714,735,747,759,791,806,808,822,832,839,844,848,920,932,933,937,959,967,970,977,985,1030,1037,1041,1053,1070,1073,1101,1106,1134,1161,1171,1181,1185,1193,1216,1232,1234,1308,1317,1324,1329,1357,1364,1372,1378,1379,1393,1411,1418,1423,1428,1452,1469,1472,1485,1526,1530,1549,1584,1603,1604,1641,1659,1680,1690,1709,1712,1717,1733,1744,1758,1776,1784,1801,1833,1835,1868,1874,1926,1932,1957,1992,1994,2015,2044
Idoxuridine	28,53,59,66,100,125,153,155,188,203,231,236,253,278,289,293,305,309,346,347,373,381,422,447,466,486,490,493,496,501,509,514,537,539,540,541,601,610,611,637,650,651,671,690,698,727,734,735,742,744,750,791,797,800,808,822,832,842,844,888,900,911,912,959,962,968,977,989,1028,1029,1036,1037,1041,1042,1117,1128,1161,1171,1181,1198,1234,1249,1251,1265,1291,1308,1324,1329,1357,1372,1391,1395,1420,1428,1429,1444,1462,1463,1510,1519,1620,1629,1641,1661,1692,1712,1725,1744,1758,1773,1780,1784,1801,1868,1874,1916,1921,1932,1973,1976,1990,2019,2023,2028,2044
Imipramine	16,27,28,34,52,59,64,66,84,86,111,125,155,168,191,203,205,208,219,253,272,284,293,309,311,333,335,386,392,423,435,471,482,496,521,543,596,637,638,643,649,735,759,800,819,850,933,958,962,975,976,977,1027,1041,1055,1070,1073,1106,1112,1134,1171,1173,1181,1190,1198,1216,1232,1235,1237,1249,1278,1306,1308,1327,1329,1337,1364,1367,1370,1372,1379,1387,1395,1418,1452,1462,1484,1485,1504,1549,1551,1603,1604,1612,1621,1640,1641,1653,1659,1680,1709,1712,1717,1733,1758,1776,1784,1860,1873,1874,1889,1916,1947,1957,1978,1992,2006,2044
Isopropyl	66,278,541,611,808,832,1372,1395,1420,1428,1641,1801
Levomethadone	7,28,58,64,65,66,80,86,203,208,222,240,272,278,293,309,326,349,365,392,418,435,448,471,492,496,501,515,540,611,637,712,735,747,755,759,791,832,839,841,842,911,912,933,975,977,1025,1030,1041,1070,1073,1081,1096,1098,1106,1112,1134,1171,1173,1181,1185,1190,1216,1225,1232,1329,1364,1370,1372,1376,1377,1379,1395,1418,1428,1452,1472,1481,1485,1505,1549,1638,1641,1659,1680,1703,1709,1712,1717,1733,1748,1749,1769,1776,1780,1784,1860,1874,1924,1947,1962,1992,2006,2013,2028,2032,2044
Loperamide	7,28,37,58,64,66,70,80,86,106,129,155,188,199,203,222,236,240,272,278,285,290,293,296,309,324,326,333,349,365,373,379,392,418,427,435,448,460,465,471,486,491,493,496,501,540,541,544,556,599,611,616,635,637,653,712,714,735,747,750,759,791,808,832,839,842,911,912,929,933,965,968,970,975,977,989,1025,1030,1041,1063,1070,1073,1096,1098,1101,1106,1111,1112,1128,1134,1135,1171,1173,1181,1185,1187,1190,1193,1200,1216,1225,1232,1234,1240,1308,1318,1329,1364,1370,1372,1376,1377,1379,1380,1393,1395,1418,1419,1420,1427,1428,1452,1469,1472,1485,1486,1505,1519,1549,1579,1590,1603,1604,1620,1641,1659,1663,1680,1690,1709,1712,1717,1730,1733,1748,1749,1758,1769,1772,1776,1780,1784,1801,1833,1847,1860,1874,1883,1913,1924,1926,1931,1947,1962,1992,2006,2013,2020,2028,2032,2044
Mannitol	66,278,540,541,611,698,808,822,832,1042,1150,1365,1372,1391,1395,1420,1428,1519,1641,1703,1780,1801
Mescaline	28,44,64,72,86,203,278,279,293,309,338,345,392,397,412,418,422,435,462,470,471,491,493,496,498,566,611,637,653,702,725,733,734,735,749,759,762,808,817,832,914,929,933,975,977,1010,1041,1070,1073,1106,1142,1152,1173,1181,1190,1216,1232,1243,1329,1364,1372,1379,1407,1411,1418,1428,1452,1485,1549,1570,1612,1641,1659,1663,1680,1709,1712,1717,1733,1776,1784,1815,1854,1874,1992,2006,2024,2044
Mesoridazine	1,24,27,28,37,48,52,59,66,72,84,106,111,125,129,155,164,168,191,199,203,205,208,219,225,253,266,272,278,284,289,296,309,312,329,335,336,365,376,386,392,418,423,427,435,463,465,466,476,482,486,496,509,521,526,540,543,556,558,596,599,601,633,637,638,643,646,649,659,677,721,735,744,750,755,759,799,819,832,841,846,850,863,888,912,918,919,933,958,959,962,965,972,977,982,989,1014,1027,1033,1041,1055,1063,1072,1073,1081,1112,1128,1134,1171,1173,1181,1210,1213,1216,1225,1232,1235,1237,1270,1273,1306,1308,1310,1318,1319,1323,1327,1329,1332,1337,1362,1364,1365,1367,1370,1372,1387,1395,1401,1417,1418,1428,1435,1452,1462,1484,1485,1496,1549,1551,1560,1579,1603,1604,1615,1620,1621,1640,1654,1680,1681,1703,1704,1709,1712,1730,1754,1758,1776,1780,1784,1789,1839,1849,1851,1860,1865,1873,1874,1883,1889,1913,1916,1931,1935,1947,1955,1957,1973,1976,1989,1990,2000,2019,2023,2044
